sen,label_decode,label,raw_sen,length
"['2', '0', '0', '3', '年', '3', '月', '至', '今', '任', '新', '疆', '天', '山', '水', '泥', '股', '份', '有', '限', '公', '司', '副', '总', '经', '理', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2003年3月至今任新疆天山水泥股份有限公司副总经理。,27
"['冯', '莉', '莉', '女', '士', '：', '中', '国', '国', '籍', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O']","[5, 3, 4, 4, 5, 5, 5, 6, 7, 7, 7, 5, 5]",冯莉莉女士：中国国籍，,11
"['1', '9', '8', '1', '年', '出', '生', '，', '无', '境', '外', '永', '久', '居', '留', '权', '，', '大', '学', '本', '科', '学', '历', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 13, 13, 5, 5]",1981年出生，无境外永久居留权，大学本科学历。,24
"['曾', '在', '大', '连', '实', '德', '财', '务', '部', '、', '大', '元', '股', '份', '证', '券', '部', '、', '大', '连', '北', '部', '资', '产', '财', '务', '行', '政', '部', '工', '作', '，', '曾', '任', '大', '连', '智', '云', '自', '动', '化', '装', '备', '股', '份', '有', '限', '公', '司', '证', '券', '事', '务', '代', '表', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 5, 5, 5, 5, 14, 15, 15, 15, 5, 5, 5, 5, 14, 15, 15, 15, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 5, 5]",曾在大连实德财务部、大元股份证券部、大连北部资产财务行政部工作，曾任大连智云自动化装备股份有限公司证券事务代表。,56
"['冯', '国', '泰', '：', '男', '1', '9', '4', '9', '年', '6', '月', '出', '生', '，', '学', '士', '，', '工', '程', '师', '；']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 5, 10, 11, 11, 5, 5]",冯国泰：男1949年6月出生，学士，工程师；,22
"['1', '9', '7', '4', '年', '5', '月', '—', '1', '9', '8', '0', '年', '4', '月', '生', '宝', '股', '份', '有', '限', '公', '司', '研', '发', '部', '电', '视', '设', '计', '工', '程', '师', '、', '组', '长', '、', '课', '长', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 10, 11, 5, 10, 11, 5, 5]",1974年5月—1980年4月生宝股份有限公司研发部电视设计工程师、组长、课长；,40
"['1', '9', '8', '0', '年', '5', '月', '—', '1', '9', '9', '4', '年', '8', '月', 'A', 'O', 'C', '艾', '德', '蒙', '股', '份', '有', '限', '公', '司', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5]",1980年5月—1994年8月AOC艾德蒙股份有限公司；,28
"['历', '任', '：', '研', '发', '处', '处', '长', '、', '研', '发', '处', '副', '总', '、', '公', '司', '副', '总', '裁', '、', '董', '事', '；']","['O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 5, 14, 15, 10, 11, 11, 5, 10, 11, 5, 5]",历任：研发处处长、研发处副总、公司副总裁、董事；,24
"['1', '9', '9', '4', '年', '9', '月', '—', '2', '0', '0', '2', '年', '2', '月', '饭', '山', '国', '际', '股', '份', '有', '限', '公', '司', '总', '经', '理', '、', '董', '事', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 10, 11, 5, 5]",1994年9月—2002年2月饭山国际股份有限公司总经理、董事；,32
"['2', '0', '0', '2', '年', '3', '月', '至', '今', '宝', '成', '集', '团', '光', '威', '电', '脑', '公', '司', '资', '深', '副', '总', '、', '威', '成', '电', '子', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 10, 11, 11, 11, 5, 5]",2002年3月至今宝成集团光威电脑公司资深副总、威成电子；,29
"['资', '深', '副', '总', '、', '光', '威', '电', '脑', '公', '司', '执', '行', '副', '总', '。']","['B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",资深副总、光威电脑公司执行副总。,16
"['张', '杰', '，', '男', '，']","['B-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 5, 5, 5, 5]",张杰，男，,5
"['1', '9', '6', '5', '年', '2', '月', '出', '生', '，', '河', '南', '舞', '阳', '人', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 18, 19, 19, 19, 19, 5, 5]",1965年2月出生，河南舞阳人，,16
"['1', '9', '8', '4', '年', '2', '月', '参', '加', '工', '作', '，', '中', '共', '党', '员', '，', '法', '学', '硕', '士', '，', '高', '级', '经', '济', '师', '，', '律', '师', '职', '称', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-PRO', 'I-PRO', 'B-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 5, 16, 17, 12, 13, 5, 10, 11, 11, 11, 11, 5, 10, 11, 5, 5, 5, 5]",1984年2月参加工作，中共党员，法学硕士，高级经济师，律师职称。,33
"['曾', '任', '中', '国', '工', '商', '银', '行', '武', '汉', '市', '分', '行', '监', '察', '室', '副', '主', '任', '科', '员', '、', '资', '产', '保', '全', '处', '处', '长', '助', '理', '、', '法', '律', '顾', '问', '室', '主', '任', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 5]",曾任中国工商银行武汉市分行监察室副主任科员、资产保全处处长助理、法律顾问室主任。,40
"['现', '任', '中', '国', '工', '商', '银', '行', '武', '汉', '市', '汉', '阳', '区', '支', '行', '行', '长', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",现任中国工商银行武汉市汉阳区支行行长。,19
"['焦', '迎', '光', '，', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",焦迎光，男，,6
"['1', '9', '6', '7', '年', '9', '月', '出', '生', '，', '中', '共', '党', '员', '，', '大', '学', '学', '历', '，', '高', '级', '物', '流', '师', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 5, 12, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 5]",1967年9月出生，中共党员，大学学历，高级物流师。,26
"['历', '任', '大', '连', '港', '杂', '货', '码', '头', '公', '司', '副', '总', '经', '理', '、', '大', '连', '港', '集', '团', '（', '锦', '州', '）', '辽', '西', '港', '口', '投', '资', '开', '发', '有', '限', '公', '司', '副', '总', '经', '理', '、', '大', '连', '港', '股', '份', '有', '限', '公', '司', '业', '务', '部', '副', '部', '长', '，', '现', '任', '大', '连', '港', '股', '份', '有', '限', '公', '司', '业', '务', '部', '部', '长', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",历任大连港杂货码头公司副总经理、大连港集团（锦州）辽西港口投资开发有限公司副总经理、大连港股份有限公司业务部副部长，现任大连港股份有限公司业务部部长。,75
"['胡', '晓', '辉', '先', '生', '，', '男', '，', '大', '学', '本', '科', '，', '加', '拿', '大', '国', '籍', '，', '曾', '任', '加', '拿', '大', '格', '林', '柯', '尔', '有', '限', '公', '司', '副', '总', '裁', '，', '现', '任', '格', '林', '柯', '尔', '科', '技', '控', '股', '有', '限', '公', '司', '首', '席', '执', '行', '官', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 5, 5, 12, 13, 13, 13, 5, 6, 7, 7, 7, 7, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",胡晓辉先生，男，大学本科，加拿大国籍，曾任加拿大格林柯尔有限公司副总裁，现任格林柯尔科技控股有限公司首席执行官。,56
"['尤', '福', '永', '：', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",尤福永：男，,6
"['1', '9', '5', '9', '年', '1', '月', '出', '生', '，', '博', '士', '研', '究', '生', '，', '高', '级', '经', '济', '师', '、', '律', '师', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 10, 11, 5, 5]",1959年1月出生，博士研究生，高级经济师、律师。,25
"['1', '9', '8', '7', '年', '起', '先', '后', '任', '深', '圳', '大', '学', '讲', '师', '、', '深', '圳', '华', '侨', '城', '集', '团', '公', '司', '项', '目', '经', '理', '、', '深', '圳', '市', '城', '建', '开', '发', '集', '团', '公', '司', '总', '办', '主', '任', '兼', '董', '事', '会', '办', '公', '室', '主', '任', '、', '城', '建', '物', '业', '公', '司', '董', '事', '长', '、', '美', '国', '联', '邦', '政', '府', '房', '地', '产', '金', '融', '管', '理', '局', '研', '究', '员', '、', '深', '圳', '市', '地', '铁', '有', '限', '公', '司', '副', '总', '经', '理', '、', '党', '委', '委', '员', '兼', '运', '营', '管', '理', '办', '公', '室', '主', '任', '和', '地', '铁', '远', '为', '房', '地', '产', '公', '司', '董', '事', '长', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 10, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5]",1987年起先后任深圳大学讲师、深圳华侨城集团公司项目经理、深圳市城建开发集团公司总办主任兼董事会办公室主任、城建物业公司董事长、美国联邦政府房地产金融管理局研究员、深圳市地铁有限公司副总经理、党委委员兼运营管理办公室主任和地铁远为房地产公司董事长，,125
"['2', '0', '0', '6', '年', '1', '0', '月', '起', '任', '本', '公', '司', '副', '总', '经', '理', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 10, 11, 11, 11, 5, 5]",2006年10月起任本公司副总经理。,18
"['高', '正', '平', '：', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",高正平：男，,6
"['1', '9', '5', '4', '年', '1', '1', '月', '出', '生', '，', '金', '融', '学', '教', '授', '，', '博', '士', '生', '导', '师', '，', '享', '受', '政', '府', '特', '殊', '津', '贴', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",1954年11月出生，金融学教授，博士生导师，享受政府特殊津贴。,32
"['现', '任', '天', '津', '财', '经', '大', '学', '副', '校', '长', '、', '中', '金', '会', '常', '务', '理', '事', '、', '天', '津', '市', '金', '融', '学', '会', '副', '会', '长', '、', '中', '国', '金', '融', '出', '版', '社', '金', '融', '教', '材', '编', '委', '会', '委', '员', '、', '天', '津', '市', '风', '险', '投', '资', '促', '进', '会', '专', '家', '组', '专', '家', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",现任天津财经大学副校长、中金会常务理事、天津市金融学会副会长、中国金融出版社金融教材编委会委员、天津市风险投资促进会专家组专家。,64
"['1', '9', '7', '0', '年', '—', '1', '9', '7', '9', '年', '黑', '龙', '江', '建', '设', '兵', '团', '知', '青', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",1970年—1979年黑龙江建设兵团知青；,21
"['1', '9', '7', '9', '年', '—', '1', '9', '8', '3', '年', '天', '津', '财', '经', '学', '院', '金', '融', '系', '金', '融', '专', '业', '本', '科', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'B-EDU', 'I-EDU', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 17, 17, 17, 12, 13, 5, 5]",1979年—1983年天津财经学院金融系金融专业本科；,27
"['1', '9', '8', '3', '年', '—', '今', '天', '津', '财', '经', '大', '学', '工', '作', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 5, 5, 5, 5]",1983年—今天津财经大学工作。,16
"['曹', '承', '鼎', '，', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",曹承鼎，男，,6
"['1', '9', '4', '4', '年', '1', '月', '出', '生', '，', '中', '国', '国', '籍', '，', '本', '科', '学', '历', '，', '高', '级', '经', '济', '师', '、', '注', '册', '审', '计', '师', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 7, 7, 7, 5, 12, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 5, 5]",1944年1月出生，中国国籍，本科学历，高级经济师、注册审计师。,32
